make,model,year,kilometers,transmission_type,extra_features,price,priced_at
Nissan,Sunny,2009,139999,Manual,Air Conditioning; Airbags; Fog Lights; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows,100000,2022-06-29
Nissan,Sunny,2018,89999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Leather Seats; Navigation System; Power Locks; Power Mirrors; Power Seats; Power Steering; Premium Wheels/Rims; USB Charger,205000,2022-06-29
Nissan,Sunny,2014,,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Power Locks; Power Steering; Power Windows; Rear View Camera; Touch Screen; USB Charger,223000,2022-06-29
Nissan,Sunny,2015,79999,Automatic,Air Conditioning; Power Locks; Power Windows; Premium Wheels/Rims,201000,2022-06-29
Nissan,Sunny,2017,99999,Automatic,"",184000,2022-06-29
Nissan,Sentra,2019,139999,Automatic,"",296000,2022-06-29
Nissan,Sentra,2018,119999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Touch Screen; USB Charger,272000,2022-06-29
Nissan,Sentra,2016,89999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Fog Lights; Keyless Start; Power Locks; Power Steering; Power Windows; USB Charger,247000,2022-06-29
Nissan,Sentra,2019,89999,Automatic,ABS; Air Conditioning; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Roof Rack; Touch Screen; USB Charger,334000,2022-06-29
Nissan,Sentra,2019,49999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Leather Seats; Parking Sensors; Power Locks; Power Steering; Power Windows; USB Charger,363000,2022-06-29
Nissan,Sentra,2023,9999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof; Touch Screen; USB Charger,438000,2022-06-29
Nissan,Qashqai,2017,99999,Automatic,"",417000,2022-06-29
Nissan,Qashqai,2013,19999,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Keyless Start; Leather Seats; Parking Sensors; Power Locks; Power Windows; Sunroof; USB Charger,293000,2022-06-29
Nissan,Sunny,2000,139999,Manual,Air Conditioning; AM/FM Radio; Bluetooth System; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Touch Screen,91000,2022-06-29
Nissan,Sunny,1985,19999,Manual,AM/FM Radio; Aux Audio In; Leather Seats; Power Locks; USB Charger,49000,2022-06-29
Nissan,Sunny,2013,139999,Automatic,"",140000,2022-06-29
Nissan,Qashqai,2018,79999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof,451000,2022-06-29
Nissan,Qashqai,2017,89999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Sunroof; Touch Screen; USB Charger,340000,2022-06-29
Nissan,Qashqai,2017,29999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; Fog Lights; Keyless Start; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Sunroof; USB Charger,416000,2022-06-29
Nissan,Sunny,2018,199999,Automatic,ABS,177000,2022-06-29
Nissan,Sunny,2013,139999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Rear View Camera; Touch Screen; USB Charger,157000,2022-06-29
Nissan,Sunny,2013,19999,Automatic,ABS; Air Conditioning; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Windows; Roof Rack,175000,2022-06-29
Nissan,Sunny,2014,179999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Fog Lights; Leather Seats; Power Locks; Power Windows; USB Charger,139000,2022-06-29
Nissan,Sunny,2016,,Automatic,Air Conditioning,193000,2022-06-29
Nissan,Sunny,2017,99999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; EBD; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows,181000,2022-06-29
Nissan,Sunny,2016,79999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows,187000,2022-06-29
Nissan,Sunny,2021,19999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Touch Screen; USB Charger,271000,2022-06-29
Nissan,Sunny,2018,69999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; EBD; Fog Lights; Leather Seats; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,230000,2022-06-29
Nissan,Sunny,2015,179999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Fog Lights; Power Locks; Power Mirrors; Power Windows,150000,2022-06-29
Nissan,Sunny,2017,89999,Automatic,ABS; Air Conditioning; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Rear View Camera,224000,2022-06-29
Nissan,Sunny,2016,9999,Automatic,ABS; Air Conditioning; Fog Lights; Power Locks; Power Mirrors; Power Windows,153000,2022-06-29
Nissan,Sunny,2020,39999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims,241000,2022-06-29
Nissan,Sunny,2019,69999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Bluetooth System; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; USB Charger,225000,2022-06-29
Nissan,Sunny,2020,29999,Automatic,ABS; Airbags; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; USB Charger,245000,2022-06-29
Nissan,Sunny,2021,9999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof; Touch Screen; USB Charger,280000,2022-06-29
Nissan,Sunny,2015,69999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio,173000,2022-06-29
Nissan,Qashqai,2014,119999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof; Touch Screen,3003000,2022-06-29
Nissan,Qashqai,2014,119999,Automatic,Bluetooth System; Parking Sensors; Rear View Camera,3000,2022-06-29
Nissan,Sunny,2002,159999,Automatic,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Cruise Control; Leather Seats; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims,133000,2022-06-29
Nissan,Sunny,1991,200000,Manual,"",41000,2022-05-02
Nissan,Sunny,2008,179999,Manual,"",125000,2022-05-02
Nissan,Sunny,1999,9999,Manual,"",75000,2022-05-02
Nissan,Sunny,2010,179999,Automatic,"",129000,2022-05-02
Nissan,Sunny,2001,99999,Manual,"",93000,2022-05-02
Nissan,Sunny,1999,59999,Manual,"",80000,2022-05-02
Nissan,Sunny,2005,200000,Manual,"",103000,2022-05-02
Nissan,Sunny,1995,199999,Manual,"",78000,2022-05-02
Nissan,Sunny,2008,199999,Automatic,"",146000,2022-05-02
Nissan,Sunny,2001,200000,Manual,"",105000,2022-05-02
Nissan,Sentra,2018,19999,Automatic,ABS; Air Conditioning; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,202000,2022-05-02
Nissan,Tiida,2013,139999,Automatic,"",177000,2022-05-02
Nissan,Sunny,2014,139999,Automatic,"",112000,2022-05-02
Nissan,Sunny,2011,159999,Automatic,"",138000,2022-05-02
Nissan,Sunny,2014,139999,Automatic,"",141000,2022-05-02
Nissan,Sunny,2015,69999,Automatic,"",142000,2022-05-02
Nissan,Sunny,2014,119999,Automatic,"",149000,2022-05-02
Nissan,Sunny,2021,29999,Automatic,"",242000,2022-05-02
Nissan,Sunny,2013,89999,Automatic,"",162000,2022-05-02
Nissan,Sunny,2022,19999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Parking Sensors; Power Locks; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Sunroof; Touch Screen; USB Charger,10000,2022-05-02
Nissan,Sunny,2013,139999,Automatic,"",114000,2022-05-02
Nissan,Sunny,2020,9999,Automatic,ABS; AM/FM Radio; Aux Audio In; Power Locks; Power Windows,180000,2022-05-02
Nissan,Sunny,2016,139999,Automatic,"",175000,2022-05-02
Nissan,Sunny,2021,19999,Automatic,"",261000,2022-05-02
Nissan,Sunny,2015,159999,Automatic,"",177000,2022-05-02
Nissan,Sunny,2022,19999,Automatic,"",236000,2022-05-02
Nissan,Qashqai,2018,19999,Automatic,"",363000,2022-05-02
Nissan,Qashqai,2019,79999,Automatic,"",396000,2022-05-02
Nissan,Qashqai,2013,139999,Automatic,"",222000,2022-05-02
Nissan,Sunny,2013,0,Automatic,"",196000,2022-11-28
Nissan,Sunny,2019,101000,Automatic,Fabric brushes; Air Conditioning; Power Steering; Remote Keyless; Electric mirrors; Front Power Windows; Back Power Windows; CD Player; AUX; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Fog light; Alarm; Central lock,260000,2022-11-28
Nissan,Sunny,2021,7000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Multimedia touch screen; Intelligent parking system; Power Steering; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; Cassette Radio; Bluetooth; CD Changer; AUX; USB Port; Rear sensors; Side Airbag; ABS; EBD; Driver Airbag; Sensors; Anti - theft System; Front sensors; Passenger Airbag; Alloy wheels; Start engine; Central lock; Rear camera; Fog light; Alarm; GPS; Rear spoiler; Cruise control; Power Seats,353000,2022-11-28
Nissan,Sunny,2018,105000,Automatic,Power Steering; Air Conditioning; Remote Keyless; Electric mirrors; Front Power Windows; Back Power Windows; AUX; CD Player; ABS; EBD; Driver Airbag; Passenger Airbag; Alloy wheels,273000,2022-11-28
Nissan,Sunny,2013,200000,Automatic,Air Conditioning; Fabric brushes; Remote Keyless; Front Power Windows; Back Power Windows; AUX; Cassette Radio; Anti - theft System; Fog light; Central lock; Alarm,221000,2022-11-28
Nissan,Sunny,2017,90000,Automatic,Electric mirrors; Closing mirrors; Leather seats; Air Conditioning; Fabric brushes; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; DVD Player; CD Player; Cassette Radio; AUX; Rear sensors; ABS; EBD; Driver Airbag; Sensors; Passenger Airbag; Alloy wheels; Alarm; Power Seats; Fog light,258000,2022-11-28
Nissan,Tiida,2014,110000,Automatic,Electric mirrors; Multifunction; ABS; Driver Airbag; EBD,281000,2022-11-28
Nissan,Sunny,2015,176000,Automatic,"",209000,2022-11-28
Nissan,Sentra,2018,55000,Automatic,Electric mirrors; ABS; Driver Airbag; EBD,355000,2022-11-28
Nissan,Qashqai,2021,46000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Fabric brushes; Remote Keyless; Power Steering; Multimedia touch screen; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Bluetooth; Multifunction; ABS; Anti - theft System; EPS; ESP; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Central lock; Fog light; Alarm; Rear camera; Cruise control,655000,2022-11-28
Nissan,Sunny,2022,30000,Automatic,Electric mirrors; Air Conditioning; Power Steering; Remote Keyless; Multimedia touch screen; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; ABS; Anti - theft System; Driver Airbag; EBD; Passenger Airbag; Central lock; Alloy wheels; Rear spoiler; Fog light; Alarm; Rear camera,350000,2022-11-28
Nissan,Sunny,2023,4000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Multimedia touch screen; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Bluetooth; Multifunction; Anti - theft System; ABS; Rear sensors; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Rear camera; Start engine; Fog light; Alarm; Central lock; Rear spoiler,413000,2022-11-28
Nissan,Sunny,2021,75000,Automatic,Electric mirrors; ABS; Driver Airbag; EBD,287000,2022-11-28
Nissan,Sunny,2022,38000,Automatic,Air Conditioning; Power Steering; Remote Keyless; Electric mirrors; Fabric brushes; Back Power Windows; Front Power Windows; AUX; ABS; EBD; Driver Airbag; Passenger Airbag; Anti - theft System; Fog light; Alarm; Central lock,339000,2022-11-28
Nissan,Qashqai,2014,133000,Automatic,Electric mirrors; Air Conditioning; Power Steering; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; USB Port; Bluetooth; Cassette Radio; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Fog light,354000,2022-11-28
Nissan,Sentra,2017,154000,Automatic,Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Back Power Windows; Front Power Windows; Cassette Radio; CD Changer; AUX; USB Port; ABS; Driver Airbag; Passenger Airbag; EBD; GPS; Fog light; Alarm,307000,2022-11-28
Nissan,Sunny,2020,92000,Automatic,Fabric brushes; Intelligent parking system; Power Steering; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; AUX; CD Player; Bluetooth; Multifunction; EBD; ABS; Sensors; Anti - theft System; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Start engine; Central lock; Fog light; Rear spoiler; Alarm,314000,2022-11-28
Nissan,Sunny,2021,45000,Automatic,Power Steering; Intelligent parking system; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Bluetooth; CD Player; Multifunction; EBD; ABS; Sensors; Anti - theft System; Driver Airbag; Rear sensors; Passenger Airbag; Fog light; Alloy wheels; Central lock; Rear spoiler; Rear camera; Alarm,340000,2022-11-28
Nissan,Qashqai,2019,74000,Automatic,Electric mirrors; Electric chairs; Air Conditioning; Closing mirrors; Remote Keyless; Fabric brushes; Panoramic Sunroof; Power Steering; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; DVD Player; EBD; ABS; Anti - theft System; Driver Airbag; Passenger Airbag; Alloy wheels; Rear spoiler; Power Seats; Rear camera; Cruise control; Alarm; Central lock,588000,2022-11-28
Nissan,Sunny,2016,155000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; CD Changer; USB Port; DVD Player; Bluetooth; CD Player; Cassette Radio; AUX; Sensors; ABS; EPS; Rear sensors; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Alarm; Power Seats; Central lock,261000,2022-11-28
Nissan,Sunny,2016,180000,Automatic,"",230000,2022-11-28
Nissan,Sunny,2022,85000,Automatic,Electric mirrors; ABS; Driver Airbag; EBD,364000,2022-11-28
Nissan,Sunny,2013,157000,Automatic,Power Steering; Air Conditioning; Remote Keyless; Electric mirrors; Back Power Windows; Tinted Glass; Front Power Windows; CD Player; AUX; Bluetooth; Cassette Radio; CD Changer; DVD Player; Multifunction; ABS; EBD; EPS; Driver Airbag; Passenger Airbag; Alarm; Central lock; Fog light,227000,2022-11-28
Nissan,Sunny,2016,113000,Automatic,"",263000,2022-11-28
Nissan,Sunny,2012,113000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Driver Airbag,199000,2022-11-28
Nissan,Sunny,2013,109000,Automatic,Air Conditioning; Electric mirrors; Fabric brushes; Power Steering; AUX; Cassette Radio; USB Port; Bluetooth; Fog light,229000,2022-11-28
Nissan,Sunny,2015,63000,Automatic,"",286000,2022-11-28
Nissan,Qashqai,2014,169000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels,340000,2022-11-28
Nissan,Sunny,2021,27000,Automatic,Multimedia touch screen; Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; AUX; CD Player; Multifunction; EBD; ABS; Anti - theft System; Driver Airbag; Passenger Airbag; Alloy wheels; Rear camera; Central lock; Rear spoiler; Fog light; Alarm,321000,2022-11-28
Nissan,Sentra,2017,87000,Automatic,Power Steering; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Intelligent parking system; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; Multifunction; CD Changer; AUX; DVD Player; USB Port; CD Player; Bluetooth; EBD; Anti - theft System; Side Airbag; Sensors; ABS; Rear sensors; Driver Airbag; EPS; Passenger Airbag; Alloy wheels; GPS; Central lock; Alarm; Rear spoiler; Power Seats; Fog light,339000,2022-11-28
Nissan,Qashqai,2021,85000,Automatic,Power Steering; Intelligent parking system; Air Conditioning; Electric mirrors; Panoramic Sunroof; Remote Keyless; Closing mirrors; Electric chairs; Multimedia touch screen; Leather seats; Touch activated door lock; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; USB Port; Bluetooth; EBD; Side Airbag; ABS; Sensors; ESP; Front sensors; Driver Airbag; Anti - theft System; Rear sensors; EPS; Passenger Airbag; Fog light; Alloy wheels; Central lock; Rear camera; Start engine; GPS; Rear spoiler; Cruise control; Alarm,663000,2022-11-28
Nissan,Sunny,2020,6000,Automatic,Fabric brushes; Air Conditioning; Remote Keyless; Power Steering; Electric mirrors; Back Power Windows; Front Power Windows; Cassette Radio; CD Player; AUX; Anti - theft System; ABS; Driver Airbag; Passenger Airbag; Fog light; Alarm; Central lock,351000,2022-11-28
Nissan,Sunny,2021,29000,Automatic,Multimedia touch screen; Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; AUX; CD Player; Multifunction; EBD; ABS; Anti - theft System; Driver Airbag; Passenger Airbag; Alloy wheels; Rear camera; Central lock; Rear spoiler; Fog light; Alarm,309000,2022-11-28
Nissan,Qashqai,2014,139999,Automatic,"",356000,2022-11-28
Nissan,Qashqai,2012,139999,Automatic,Air Conditioning; Alarm/Anti-Theft System; Power Steering,331000,2022-11-28
Nissan,Sunny,2019,29999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Off-Road Tyres; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Roof Rack; USB Charger,211000,2022-11-28
Nissan,Sunny,2019,99999,Automatic,"",281000,2022-11-28
Nissan,Sentra,2021,59999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Keyless Start; Power Locks; Power Mirrors; Power Steering; Power Windows; USB Charger,454000,2022-11-28
Nissan,Sunny,2022,29999,Automatic,"",336000,2022-11-28
Nissan,Sunny,2021,99999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Leather Seats; Parking Sensors; Power Locks; Power Steering; Power Windows; Rear View Camera; Touch Screen; USB Charger,308000,2022-11-28
Nissan,Sunny,2021,39999,Automatic,"",309000,2022-11-28
Nissan,Sunny,2019,9999,Automatic,ABS; Air Conditioning; Aux Audio In; Keyless Start; Leather Seats; Parking Sensors; Power Locks; Power Mirrors; Power Windows,291000,2022-11-28
Nissan,Sunny,2013,159999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Cruise Control; Fog Lights; Leather Seats; Power Locks; Power Steering; Power Windows; USB Charger,144000,2022-11-28
Nissan,Sunny,2015,119999,Automatic,"",198000,2022-11-28
Nissan,Sunny,2017,79999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; EBD; Fog Lights; Leather Seats; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Roof Rack; USB Charger,254000,2022-11-28
Nissan,Sunny,2014,9999,Automatic,Air Conditioning; Cruise Control; Fog Lights; Power Locks; Power Mirrors; Power Steering; Power Windows,209000,2022-11-28
Nissan,Sunny,2020,79999,Automatic,"",308000,2022-11-28
Nissan,Juke,2013,99999,Automatic,"",316000,2022-11-28
Nissan,Qashqai,2012,39999,Manual,Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Fog Lights; Parking Sensors; Power Locks; Power Mirrors; Power Steering; Power Windows; Premium Wheels/Rims; Sunroof; USB Charger,386000,2022-11-28
Nissan,Qashqai,2021,34000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Traction Control; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,662000,2022-11-28
Nissan,Qashqai,2017,93750,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,614000,2022-11-28
Nissan,Qashqai,2019,100000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Traction Control; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,511000,2022-11-28
Nissan,Sunny,2019,101000,Automatic,"",257000,2022-11-28
Nissan,Sunny,2022,35000,Automatic,"",352000,2022-11-28
Nissan,Sunny,2019,83000,Automatic,"",281000,2022-11-28
Nissan,Sunny,2018,43000,Automatic,"",280000,2022-11-28
Nissan,Sunny,2021,70000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Touch screen; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger; Side Airbags,303000,2022-11-28
Nissan,Sunny,2013,175000,Manual,"",212000,2022-11-28
Nissan,Sunny,2022,30000,Automatic,"",374000,2022-11-28
Nissan,Sunny,2021,39000,Automatic,"",306000,2022-11-28
Nissan,Sunny,2015,87000,Automatic,AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,298000,2022-11-28
Nissan,Sunny,2020,38000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,276000,2022-11-28
Nissan,Sunny,2016,155000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Rear parking sensors; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,243000,2022-11-28
Nissan,Sunny,2017,148000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,240000,2022-11-28
Nissan,Sentra,2018,50000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,394000,2022-11-28
Nissan,Sunny,2015,189000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,114000,2022-11-28
Nissan,Sentra,2019,26000,Automatic,Keyless Start/Stop; AUX; Anti-Lock Braking System (ABS); Bluetooth; USB; Analoge Air Condition; Touch screen; Rear parking sensors; Electronic Window; Air Bags For Driver; Air Bags Passenger,385000,2022-11-28
Nissan,Sunny,2014,92000,Automatic,"",255000,2022-11-28
Nissan,Sunny,2016,110000,Automatic,AUX; Anti-Lock Braking System (ABS); Analoge Air Condition; Power mirrors; Electronic Window; Air Bags For Driver; Air Bags Passenger,245000,2022-11-28
Nissan,Sunny,2013,200000,Automatic,"",219000,2022-11-28
Nissan,Juke,2014,99000,Automatic,"",346000,2022-11-28
Nissan,Sunny,2008,155000,Automatic,"",188000,2022-11-28
Nissan,Qashqai,2019,20000,Automatic,"",569000,2022-11-28
Nissan,Qashqai,2021,39999,Automatic,"",634000,2022-11-28
Nissan,Qashqai,2017,79999,Automatic,"",464000,2022-11-28
Nissan,Qashqai,2017,139999,Automatic,ABS; Air Conditioning; Airbags; Alarm/Anti-Theft System; AM/FM Radio; Aux Audio In; Bluetooth System; Cruise Control; EBD; Fog Lights; Keyless Start; Leather Seats; Navigation System; Off-Road Tyres; Parking Sensors; Power Locks; Power Mirrors; Power Seats; Power Steering; Power Windows; Premium Wheels/Rims; Rear View Camera; Roof Rack; Sunroof; USB Charger,472000,2022-11-28
Nissan,Qashqai,2014,89999,Automatic,ABS; Air Conditioning; Airbags; AM/FM Radio; Aux Audio In; Bluetooth System; EBD; Fog Lights; Keyless Start; Leather Seats; Power Locks; Power Mirrors; Power Steering; Power Windows; Rear View Camera; Roof Rack; Sunroof; Touch Screen; USB Charger,401000,2022-11-28
